,Name,region,country,type,url
274,Berkshire Taconic Community Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100000999
275,Mary E. Bivins Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001000
276,BSCF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001002
277,BI,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100001003
278,Bohemian Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001004
279,Bonfils-Stanton Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001005
280,BCRF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001006
281,Brinson Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001008
282,BMSF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001009
283,"James Graham Brown Foundation, Inc.",Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001010
284,The Joe W and Dorothy D Brown Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001011
285,BUHL FOUNDATION INC.,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001012
286,Buoniconti Fund to Cure Paralysis,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001013
287,CCF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001017
288,California HealthCare Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001018
289,The California Wellness Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001019
290,Cancer and Leukemia Group B Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001020
291,Cancer Research Fund of the Damon Runyon-Walter Winchell Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001021
292,Amon G. Carter Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001023
293,Carver Trust,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001024
294,Central New York Community Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001026
295,The CH Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001027
296,Chambers Family Fund,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001028
297,Chicago Community Trust,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001032
298,The Jane Coffin Childs Memorial Fund for Medical Research,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001033
299,CHOC Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001034
300,The Christensen Fund,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001035
301,Claneil Foundation Inc.,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001036
302,Robert Sterling Clark Foundation Inc.,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001037
303,Cleveland Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001039
304,The Cockrell Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001041
305,Collins Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001043
306,Colorado Health Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001044
307,Columbia Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001045
308,CFT,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001047
309,"Community Foundation for Greater Buffalo, Inc.",Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001048
310,Community Foundation of Broward,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001050
311,Community Foundation of Greater Memphis,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001051
312,Community Foundation of Jackson Hole,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001052
313,Community Foundation of Louisville Inc,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001053
314,CF Ozarks,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001054
315,"Community Health Charities of Maryland, Inc.",Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001056
316,Compton Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001057
317,ConAgra Foods Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001058
318,Connecticut Bar Foundation Inc.,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001059
319,CT Health Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001060
320,Cord Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001061
321,WALLACE H COULTER FOUNDATION,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001062
322,CCFA,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001063
323,The Cullen Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001064
324,Nathan Cummings Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001065
325,Dade Community Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001066
326,The Dana Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001068
327,The Dart Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001069
328,The Paul and Carol David Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001071
329,The Arthur Vining Davis Foundations,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001073
330,Deloitte Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001075
331,Community Foundation Greater Des Moines,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001077
332,DRIF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001078
333,"Geraldine R. Dodge Foundation, Incorporated",Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001079
334,(Patrick and Catherine Weldon) Donaghue Medical Research Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001080
335,Herbert H. and Grace A. Dow Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001081
336,Camille & Henry Dreyfus Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001082
337,DSF Charitable Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001083
338,TDG,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100001084
339,Duke Energy Corp,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100001085
340,Jessie Ball duPont Fund,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001087
341,Earthwatch,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001089
342,East-West Management Institute,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001090
343,George S. and Dolores Dore Eccles Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001091
344,Eckerd Family Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001092
345,Eden Hall Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001093
346,Fred L. Emerson Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001094
347,The United States Institute of Peace,Americas,usa,National government,http://dx.doi.org/10.13039/100001095
348,Our Enterprise Rent-A-Car Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001097
349,ECF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001098
350,Ernst & Young Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001099
351,Boomer Esiason Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001100
352,EEJF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001102
353,Richard M. Fairbanks Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001103
354,Families of Spinal Muscular Atrophy,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001104
355,John E. Fetzer Memorial Trust,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100001107
356,Flinn Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001109
357,Flora Family Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001110
358,The Foellinger Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001111
359,Ford Motor Company Fund and Community Services,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100001114
